ID,word,PoS,COCA-All,COCA-Acad,ratio,disp,range,HIS,EDU,SOC,LAW,HUM,PHIL,SCI,MED,BUS,HIS,EDU,SOC,LAW,HUM,PHIL,SCI,MED,BUS
589,function,v,10262,6084,"2,08","0,95",8,690,746,1113,405,890,689,888,570,93,"0,95","1,81","1,31","0,65","1,61","1,06","0,77","1,17","0,15"
590,communicate,v,13356,6070,"1,59","0,95",9,462,975,986,353,865,765,1040,469,155,"0,64","2,37","1,17","0,57","1,57","1,18","0,90","0,96","0,24"
591,valuable,j,13574,6049,"1,56","0,95",9,650,711,932,498,662,504,1368,471,253,"0,90","1,73","1,11","0,81","1,20","0,78","1,19","0,97","0,40"
592,detailed,j,10743,6021,"1,96","0,92",9,597,392,933,473,578,427,2005,437,179,"0,83","0,96","1,11","0,77","1,05","0,67","1,76","0,91","0,28"
593,potentially,r,12641,6015,"1,67","0,94",9,559,511,997,807,411,484,1344,743,159,"0,78","1,25","1,19","1,32","0,75","0,76","1,18","1,54","0,25"
594,wealth,n,13942,6009,"1,51","0,93",9,1096,159,1107,947,610,666,577,99,748,"1,53","0,39","1,32","1,55","1,12","1,04","0,51","0,21","1,19"
595,trait,n,8775,5999,"2,39","0,90",8,277,662,1138,165,544,1293,1664,178,78,"0,39","1,63","1,36","0,27","1,00","2,02","1,46","0,37","0,12"
596,administrative,j,9489,5980,"2,21","0,91",9,1180,907,962,1443,298,240,484,320,146,"1,66","2,24","1,15","2,37","0,55","0,38","0,43","0,67","0,23"
597,initiate,v,9201,5979,"2,28","0,95",8,847,591,1144,604,668,523,977,566,59,"1,19","1,46","1,37","0,99","1,23","0,82","0,86","1,18","0,09"
598,adequate,j,10007,5975,"2,09","0,95",8,547,913,1104,601,310,590,932,910,68,"0,77","2,25","1,33","0,99","0,57","0,93","0,82","1,90","0,11"
599,ideal,j,12364,5965,"1,69","0,94",9,519,476,1165,371,804,717,1176,542,195,"0,73","1,18","1,40","0,61","1,48","1,13","1,04","1,13","0,31"
600,instance,n,11630,5962,"1,80","0,95",8,798,449,894,746,1109,718,841,328,79,"1,12","1,11","1,08","1,23","2,04","1,13","0,74","0,69","0,13"
601,alter,v,11976,5957,"1,74","0,93",8,712,362,910,633,584,538,1618,505,95,"1,00","0,90","1,10","1,04","1,08","0,85","1,43","1,06","0,15"
602,indicator,n,8544,5934,"2,43","0,91",8,390,1151,1375,321,144,231,1405,801,116,"0,55","2,86","1,66","0,53","0,27","0,37","1,25","1,69","0,19"
603,strengthen,v,10954,5930,"1,90","0,94",8,1463,418,722,836,397,455,618,940,81,"2,07","1,04","0,87","1,38","0,74","0,72","0,55","1,98","0,13"
604,statistics,n,13329,5918,"1,55","0,92",9,579,1055,1473,478,173,374,1036,574,176,"0,82","2,63","1,79","0,79","0,32","0,59","0,92","1,21","0,28"
605,thereby,r,8046,5895,"2,57","0,95",8,872,378,886,805,754,676,1055,381,88,"1,24","0,95","1,08","1,34","1,40","1,08","0,94","0,81","0,14"
606,accurate,j,12748,5885,"1,62","0,92",8,514,595,890,341,402,554,1770,699,120,"0,73","1,49","1,08","0,57","0,75","0,88","1,59","1,48","0,19"
607,assembly,n,11835,5858,"1,73","0,90",9,1241,176,419,772,203,895,1827,143,182,"1,78","0,44","0,51","1,29","0,38","1,43","1,65","0,30","0,30"
608,acceptance,n,9503,5840,"2,15","0,93",8,662,540,1250,485,437,853,1258,301,54,"0,95","1,36","1,54","0,82","0,82","1,37","1,14","0,64","0,09"
609,stress,v,11711,5837,"1,75","0,95",8,922,699,1010,511,689,806,624,497,79,"1,33","1,77","1,24","0,86","1,30","1,30","0,56","1,06","0,13"
610,stable,j,11976,5834,"1,71","0,93",9,820,300,1070,559,292,488,1540,576,189,"1,18","0,76","1,32","0,94","0,55","0,79","1,39","1,23","0,31"
611,guideline,n,11165,5832,"1,83","0,93",9,377,826,835,885,379,329,751,1319,131,"0,54","2,09","1,03","1,49","0,71","0,53","0,68","2,82","0,21"
612,justify,v,12150,5803,"1,67","0,94",9,936,295,723,1206,597,1121,606,181,138,"1,35","0,75","0,89","2,04","1,13","1,81","0,55","0,39","0,23"
613,profile,n,13383,5790,"1,51","0,92",9,367,1162,1096,330,350,371,1112,777,225,"0,53","2,96","1,36","0,56","0,66","0,60","1,01","1,68","0,37"
614,statistical,j,7330,5788,"2,76","0,92",8,305,946,1452,254,131,398,1178,1062,62,"0,44","2,41","1,80","0,43","0,25","0,65","1,07","2,29","0,10"
615,attribute,v,9860,5775,"2,05","0,95",8,606,597,1137,415,831,785,843,472,89,"0,88","1,53","1,41","0,71","1,58","1,28","0,77","1,02","0,15"
616,scenario,n,12730,5761,"1,58","0,91",9,575,412,1003,526,407,459,1823,416,140,"0,84","1,06","1,25","0,90","0,78","0,75","1,67","0,90","0,23"
617,document,v,10039,5749,"2,01","0,94",8,565,700,1260,289,716,329,1145,685,60,"0,83","1,80","1,57","0,49","1,37","0,54","1,05","1,49","0,10"
618,exclude,v,9412,5741,"2,14","0,95",8,844,356,1022,802,450,727,712,711,117,"1,23","0,91","1,28","1,37","0,86","1,19","0,65","1,55","0,19"
619,advance,v,13029,5725,"1,54","0,94",9,1257,431,713,786,495,595,1031,285,132,"1,84","1,11","0,89","1,35","0,95","0,98","0,95","0,62","0,22"
620,regardless,r,11955,5719,"1,68","0,95",9,644,761,1269,629,450,498,858,459,151,"0,95","1,96","1,59","1,08","0,86","0,82","0,79","1,00","0,25"
621,sustain,v,11299,5708,"1,77","0,95",9,1006,361,774,786,596,838,876,344,127,"1,48","0,93","0,97","1,35","1,15","1,38","0,81","0,75","0,21"
622,consensus,n,10236,5689,"1,95","0,93",9,1097,418,652,1207,316,760,774,329,136,"1,62","1,08","0,82","2,08","0,61","1,25","0,72","0,72","0,23"
623,mutual,j,12131,5660,"1,63","0,93",9,914,257,743,675,345,791,424,105,1406,"1,36","0,67","0,94","1,17","0,67","1,31","0,40","0,23","2,37"
624,radical,j,11787,5628,"1,67","0,93",9,1386,100,624,922,756,955,422,340,123,"2,07","0,26","0,80","1,61","1,48","1,59","0,40","0,75","0,21"
625,commonly,r,8465,5597,"2,32","0,93",8,397,484,1134,367,523,441,1230,969,52,"0,60","1,28","1,45","0,64","1,03","0,74","1,16","2,16","0,09"
626,virtue,n,9713,5575,"2,01","0,90",8,575,136,664,1366,815,1520,291,119,89,"0,87","0,36","0,85","2,41","1,61","2,56","0,28","0,27","0,15"
627,equation,n,7997,5574,"2,44","0,87",8,187,429,1566,168,187,383,2125,475,54,"0,28","1,14","2,02","0,30","0,37","0,64","2,01","1,06","0,09"
628,evident,j,9301,5558,"2,09","0,95",8,816,543,1108,500,774,647,757,374,39,"1,23","1,44","1,43","0,88","1,53","1,09","0,72","0,84","0,07"
629,processing,n,7630,5558,"2,55","0,87",9,152,852,522,157,212,534,2435,497,197,"0,23","2,26","0,67","0,28","0,42","0,90","2,31","1,12","0,34"
630,dynamics,n,7851,5548,"2,47","0,91",8,702,309,875,412,639,494,1802,238,77,"1,06","0,82","1,13","0,73","1,27","0,84","1,71","0,54","0,13"
631,vessel,n,11902,5517,"1,62","0,86",7,565,10,473,375,598,121,2476,820,79,"0,86","0,03","0,62","0,67","1,19","0,21","2,37","1,86","0,14"
632,efficient,j,11273,5493,"1,71","0,91",9,423,394,813,689,229,259,2015,384,287,"0,65","1,06","1,06","1,23","0,46","0,44","1,94","0,87","0,50"
633,practitioner,n,7388,5482,"2,60","0,91",8,291,963,1656,453,374,285,345,1051,64,"0,45","2,59","2,17","0,81","0,75","0,49","0,33","2,39","0,11"
634,highlight,v,10210,5464,"1,87","0,94",8,749,585,1182,425,743,486,881,359,54,"1,15","1,58","1,55","0,76","1,49","0,83","0,85","0,82","0,09"
635,successfully,r,10474,5461,"1,83","0,95",9,792,718,856,542,417,362,1128,518,128,"1,22","1,94","1,12","0,97","0,84","0,62","1,09","1,18","0,22"
636,intensity,n,10085,5456,"1,89","0,90",8,247,492,1596,204,332,414,1303,819,49,"0,38","1,33","2,10","0,37","0,67","0,71","1,26","1,87","0,09"
637,complexity,n,8461,5456,"2,26","0,93",8,548,502,936,490,627,571,1451,217,114,"0,84","1,36","1,23","0,88","1,26","0,98","1,40","0,50","0,20"
638,input,n,7606,5428,"2,50","0,87",8,273,495,741,327,243,216,2579,506,48,"0,42","1,35","0,98","0,59","0,49","0,37","2,51","1,16","0,08"
639,mainly,r,12145,5374,"1,55","0,94",9,924,231,910,580,468,390,1143,435,293,"1,44","0,63","1,21","1,06","0,96","0,68","1,12","1,01","0,52"
640,functional,j,7310,5374,"2,57","0,91",8,190,724,1190,203,332,288,1269,1123,55,"0,30","1,99","1,59","0,37","0,68","0,50","1,25","2,61","0,10"
641,consequently,r,6862,5366,"2,74","0,94",8,777,618,1187,478,536,524,892,323,31,"1,22","1,70","1,59","0,87","1,10","0,92","0,88","0,75","0,06"
642,agriculture,n,10300,5346,"1,82","0,89",8,1051,76,1029,608,181,241,1856,200,104,"1,65","0,21","1,38","1,12","0,37","0,42","1,83","0,47","0,19"
643,distribute,v,11583,5345,"1,62","0,94",9,653,465,844,481,338,438,1434,400,292,"1,03","1,28","1,13","0,88","0,69","0,77","1,42","0,93","0,52"
644,myth,n,10768,5334,"1,73","0,92",8,983,220,829,442,1213,1001,363,197,86,"1,55","0,61","1,11","0,81","2,50","1,76","0,36","0,46","0,15"
645,scheme,n,11309,5333,"1,65","0,92",9,583,182,640,1279,490,326,1377,238,218,"0,92","0,50","0,86","2,35","1,01","0,57","1,36","0,56","0,39"
646,ethics,n,10739,5312,"1,73","0,91",8,310,468,1061,716,305,1473,513,365,101,"0,49","1,30","1,43","1,32","0,63","2,60","0,51","0,86","0,18"
647,vital,j,11734,5310,"1,58","0,95",9,978,411,596,626,504,618,824,632,121,"1,55","1,14","0,81","1,16","1,04","1,09","0,82","1,49","0,22"
648,exceed,v,10052,5303,"1,85","0,92",9,497,341,758,635,231,277,1614,623,327,"0,79","0,95","1,03","1,18","0,48","0,49","1,61","1,47","0,59"
649,summary,n,7450,5293,"2,49","0,94",8,366,949,1002,618,399,363,893,645,58,"0,58","2,65","1,36","1,15","0,83","0,64","0,89","1,52","0,10"
650,manufacturing,n,10551,5291,"1,76","0,88",7,793,76,472,569,54,84,2200,195,848,"1,26","0,21","0,64","1,06","0,11","0,15","2,19","0,46","1,53"
651,format,n,8469,5290,"2,19","0,88",9,200,995,713,143,527,289,2087,221,115,"0,32","2,78","0,97","0,27","1,09","0,51","2,08","0,52","0,21"
652,technological,j,8347,5277,"2,21","0,91",9,664,367,671,746,390,321,1818,108,192,"1,06","1,03","0,91","1,39","0,81","0,57","1,82","0,26","0,35"
653,convert,v,11759,5273,"1,57","0,89",9,536,147,485,276,385,512,2277,378,277,"0,85","0,41","0,66","0,51","0,80","0,91","2,28","0,90","0,50"
654,database,n,8852,5243,"2,07","0,86",9,166,500,416,221,171,120,2658,526,465,"0,27","1,41","0,57","0,41","0,36","0,21","2,68","1,25","0,85"
655,innovation,n,9016,5240,"2,04","0,93",9,671,480,589,1122,388,245,1236,158,351,"1,08","1,35","0,81","2,10","0,81","0,44","1,24","0,38","0,64"
656,obligation,n,11353,5234,"1,61","0,92",9,846,307,754,1500,295,777,420,190,145,"1,36","0,87","1,03","2,81","0,62","1,39","0,42","0,45","0,26"
657,demographic,j,6775,5229,"2,70","0,89",7,527,945,2098,378,80,215,403,513,70,"0,85","2,67","2,88","0,71","0,17","0,39","0,41","1,22","0,13"
658,inquiry,n,9826,5215,"1,86","0,93",8,795,664,603,774,555,1127,489,139,69,"1,28","1,88","0,83","1,46","1,17","2,03","0,49","0,33","0,13"
659,output,n,7488,5179,"2,42","0,87",9,459,174,812,373,126,122,2354,612,147,"0,74","0,50","1,12","0,71","0,27","0,22","2,40","1,48","0,27"
660,etc,r,10797,5164,"1,67","0,95",9,535,703,759,325,816,562,873,404,187,"0,87","2,01","1,05","0,62","1,74","1,02","0,89","0,98","0,35"
661,bias,n,8076,5141,"2,23","0,92",8,399,749,1314,442,225,770,780,398,64,"0,65","2,15","1,83","0,84","0,48","1,41","0,80","0,97","0,12"
662,extension,n,10528,5140,"1,71","0,92",8,470,237,735,450,524,364,1401,861,98,"0,77","0,68","1,03","0,86","1,12","0,66","1,44","2,09","0,18"
663,empirical,j,5582,5127,"3,22","0,92",8,344,878,1487,485,274,741,742,171,5,"0,56","2,53","2,08","0,93","0,59","1,36","0,76","0,42","0,01"
664,guide,v,11458,5111,"1,56","0,95",9,550,805,713,434,569,566,1003,335,136,"0,90","2,32","1,00","0,83","1,22","1,04","1,04","0,82","0,25"
665,widespread,j,9978,5110,"1,79","0,93",8,987,213,781,643,369,572,1130,329,86,"1,62","0,62","1,10","1,24","0,79","1,05","1,17","0,80","0,16"
666,prominent,j,11793,5102,"1,51","0,94",9,1104,209,768,621,681,564,828,218,109,"1,82","0,60","1,08","1,20","1,47","1,04","0,86","0,53","0,20"
667,nonetheless,r,9785,5049,"1,81","0,94",9,861,201,829,790,688,668,682,177,153,"1,43","0,59","1,18","1,54","1,50","1,24","0,71","0,44","0,29"
668,logic,n,9306,5037,"1,90","0,92",7,639,185,568,593,894,761,1220,74,103,"1,07","0,54","0,81","1,16","1,95","1,42","1,28","0,18","0,20"
669,maintenance,n,10835,5032,"1,63","0,91",9,422,303,869,404,127,228,1639,759,281,"0,70","0,89","1,24","0,79","0,28","0,43","1,72","1,88","0,53"
670,principal,j,9748,5030,"1,81","0,95",9,806,423,880,666,574,456,859,234,132,"1,35","1,24","1,26","1,30","1,25","0,85","0,90","0,58","0,25"
671,helpful,j,11110,5025,"1,58","0,95",8,349,854,828,293,516,672,773,657,83,"0,58","2,51","1,18","0,57","1,13","1,26","0,81","1,63","0,16"
672,simultaneously,r,8550,5012,"2,05","0,94",8,630,347,882,392,941,409,997,330,84,"1,06","1,02","1,26","0,77","2,06","0,77","1,05","0,82","0,16"
673,constraint,n,6467,5006,"2,71","0,92",8,692,410,1057,663,338,340,1229,238,39,"1,16","1,21","1,51","1,30","0,74","0,64","1,30","0,59","0,07"
674,dynamic,j,7805,4965,"2,23","0,94",8,545,441,648,331,691,553,1215,453,88,"0,92","1,31","0,94","0,65","1,53","1,05","1,29","1,14","0,17"
675,circuit,n,10390,4953,"1,67","0,86",9,236,94,209,1226,150,207,2283,365,183,"0,40","0,28","0,30","2,43","0,33","0,39","2,43","0,92","0,35"
676,ritual,n,9490,4925,"1,82","0,89",8,669,121,1679,108,1029,978,205,95,41,"1,14","0,36","2,45","0,22","2,29","1,86","0,22","0,24","0,08"
677,economics,n,10647,4885,"1,61","0,92",9,1016,300,664,1235,151,453,690,109,267,"1,75","0,91","0,98","2,48","0,34","0,87","0,75","0,28","0,52"
678,proposed,j,11076,4877,"1,54","0,91",8,556,299,522,1361,193,415,1182,251,98,"0,96","0,90","0,77","2,74","0,43","0,80","1,28","0,64","0,19"
679,workshop,n,10720,4872,"1,59","0,90",8,319,780,643,107,925,301,1517,231,49,"0,55","2,36","0,95","0,22","2,09","0,58","1,64","0,59","0,10"
680,changing,j,9720,4871,"1,75","0,94",9,774,533,921,448,458,372,967,259,139,"1,33","1,61","1,36","0,90","1,03","0,72","1,05","0,66","0,27"
681,undertake,v,7610,4863,"2,24","0,95",8,924,307,699,842,481,436,707,421,46,"1,60","0,93","1,03","1,70","1,09","0,84","0,77","1,08","0,09"
682,discrimination,n,10666,4857,"1,59","0,90",8,724,429,1176,1281,229,585,192,196,45,"1,25","1,30","1,74","2,59","0,52","1,13","0,21","0,50","0,09"
683,greatly,r,9203,4838,"1,84","0,93",9,744,315,714,477,394,359,1359,374,102,"1,29","0,96","1,06","0,97","0,89","0,70","1,48","0,97","0,20"
684,graph,n,6540,4816,"2,58","0,87",8,110,462,723,116,135,109,1924,983,254,"0,19","1,42","1,08","0,24","0,31","0,21","2,11","2,55","0,50"
685,restriction,n,10599,4805,"1,59","0,92",9,886,131,786,1198,210,413,758,273,150,"1,55","0,40","1,17","2,45","0,48","0,81","0,83","0,71","0,30"
686,motivate,v,9087,4794,"1,85","0,95",9,492,698,1078,364,579,593,527,324,139,"0,86","2,15","1,61","0,75","1,33","1,16","0,58","0,84","0,28"
687,compose,v,9474,4790,"1,77","0,93",8,553,357,616,283,1294,425,925,277,60,"0,97","1,10","0,92","0,58","2,97","0,83","1,02","0,72","0,12"
688,autonomy,n,6160,4765,"2,71","0,91",8,950,471,1273,670,300,647,235,171,48,"1,67","1,46","1,92","1,38","0,69","1,27","0,26","0,45","0,10"
689,frequent,j,9978,4743,"1,66","0,95",9,468,536,987,323,443,400,780,678,128,"0,83","1,67","1,49","0,67","1,03","0,79","0,87","1,78","0,26"
690,aim,n,8892,4735,"1,86","0,95",8,755,366,835,556,655,596,474,402,96,"1,34","1,14","1,27","1,15","1,52","1,18","0,53","1,06","0,19"
691,accuracy,n,7727,4734,"2,15","0,90",8,212,596,879,154,232,357,1714,531,59,"0,38","1,86","1,33","0,32","0,54","0,71","1,91","1,40","0,12"
692,acceptable,j,9329,4729,"1,78","0,95",8,525,562,888,491,318,548,868,458,71,"0,93","1,75","1,35","1,02","0,74","1,09","0,97","1,21","0,14"
693,maximum,j,8635,4721,"1,91","0,88",9,171,194,550,321,114,148,1928,1083,212,"0,30","0,61","0,84","0,67","0,27","0,29","2,15","2,86","0,43"
694,restrict,v,8909,4714,"1,85","0,94",8,648,238,773,803,329,466,988,371,98,"1,15","0,74","1,18","1,67","0,77","0,93","1,11","0,98","0,20"
695,conception,n,6331,4712,"2,61","0,92",7,636,293,721,585,900,1110,401,52,14,"1,13","0,92","1,10","1,22","2,10","2,21","0,45","0,14","0,03"
696,comprise,v,6731,4707,"2,45","0,93",8,576,562,1142,325,475,357,896,323,51,"1,03","1,76","1,74","0,68","1,11","0,71","1,00","0,86","0,10"
697,heritage,n,10639,4686,"1,54","0,91",7,1268,144,908,381,843,480,535,35,92,"2,27","0,45","1,39","0,80","1,98","0,96","0,60","0,09","0,19"
698,consistently,r,8724,4649,"1,87","0,95",9,515,642,971,412,407,496,601,441,164,"0,93","2,04","1,50","0,87","0,96","1,00","0,68","1,18","0,34"
699,province,n,10332,4646,"1,57","0,90",9,1462,75,935,767,361,287,484,158,117,"2,64","0,24","1,44","1,62","0,85","0,58","0,55","0,42","0,24"
700,migration,n,6615,4615,"2,44","0,88",7,1307,38,1111,356,188,319,1143,127,26,"2,38","0,12","1,73","0,76","0,45","0,65","1,31","0,34","0,05"
701,minimize,v,7705,4607,"2,09","0,91",9,302,299,660,423,156,273,1532,840,122,"0,55","0,96","1,03","0,90","0,37","0,56","1,75","2,28","0,25"
702,spectrum,n,7909,4603,"2,04","0,85",9,309,161,328,292,275,264,2537,330,107,"0,56","0,52","0,51","0,62","0,66","0,54","2,91","0,90","0,22"
703,entity,n,7833,4578,"2,05","0,93",9,625,170,538,910,589,587,740,305,114,"1,15","0,55","0,84","1,95","1,41","1,20","0,85","0,83","0,24"
704,modify,v,7053,4569,"2,27","0,92",8,326,481,760,469,362,266,1374,463,68,"0,60","1,55","1,19","1,01","0,87","0,55","1,59","1,27","0,14"
705,realm,n,7777,4559,"2,05","0,92",8,542,142,632,527,896,1089,604,74,53,"1,00","0,46","0,99","1,14","2,16","2,24","0,70","0,20","0,11"
706,absolute,j,10255,4555,"1,56","0,94",8,500,200,545,594,521,984,757,374,80,"0,92","0,65","0,86","1,28","1,26","2,03","0,88","1,03","0,17"
707,array,n,8931,4535,"1,78","0,86",9,300,232,497,245,302,223,2337,249,150,"0,56","0,75","0,79","0,53","0,73","0,46","2,72","0,69","0,32"
708,shared,j,7746,4534,"2,05","0,94",8,702,615,850,415,505,621,588,163,75,"1,30","2,00","1,34","0,90","1,22","1,29","0,68","0,45","0,16"
709,counterpart,n,8107,4532,"1,96","0,94",9,762,379,965,445,535,341,803,185,117,"1,41","1,23","1,53","0,96","1,30","0,71","0,93","0,51","0,25"
710,interact,v,6863,4529,"2,31","0,92",8,301,845,922,135,384,435,1215,243,49,"0,56","2,75","1,46","0,29","0,93","0,90","1,42","0,67","0,10"
711,render,v,8891,4512,"1,78","0,94",8,603,176,585,673,951,607,691,165,61,"1,12","0,58","0,93","1,46","2,32","1,26","0,81","0,46","0,13"
712,separation,n,8254,4493,"1,91","0,92",8,492,154,635,549,384,992,1067,179,41,"0,92","0,51","1,01","1,20","0,94","2,07","1,25","0,50","0,09"
713,concern,v,9429,4493,"1,67","0,95",8,601,404,814,724,515,607,566,206,56,"1,12","1,33","1,30","1,58","1,26","1,27","0,66","0,57","0,12"
714,abstract,j,7556,4464,"2,07","0,94",8,393,459,837,313,818,610,640,371,23,"0,74","1,52","1,35","0,69","2,01","1,28","0,76","1,04","0,05"
715,foster,v,6728,4459,"2,32","0,94",8,674,717,823,521,419,556,514,168,67,"1,27","2,37","1,32","1,15","1,03","1,17","0,61","0,47","0,14"
716,exploration,n,7863,4442,"1,98","0,92",9,411,445,921,181,605,356,1170,215,138,"0,78","1,48","1,49","0,40","1,50","0,75","1,39","0,60","0,30"
717,parameter,n,5295,4426,"2,93","0,89",8,168,270,778,168,290,136,1551,1046,19,"0,32","0,90","1,26","0,37","0,72","0,29","1,85","2,95","0,04"
718,continuous,j,9510,4420,"1,63","0,91",8,293,440,650,193,373,285,1494,640,52,"0,56","1,47","1,05","0,43","0,93","0,61","1,78","1,81","0,11"
719,well-being,n,6606,4416,"2,34","0,88",8,334,319,1799,323,146,731,313,423,28,"0,64","1,07","2,92","0,72","0,36","1,55","0,37","1,20","0,06"
720,colony,n,8635,4413,"1,79","0,87",8,1314,65,619,202,179,260,1530,194,50,"2,50","0,22","1,01","0,45","0,45","0,55","1,83","0,55","0,11"
721,undermine,v,8476,4402,"1,82","0,92",8,1231,140,533,921,508,518,390,97,64,"2,35","0,47","0,87","2,05","1,27","1,10","0,47","0,28","0,14"
722,uncertainty,n,8462,4384,"1,81","0,91",9,448,200,700,532,261,412,1448,227,156,"0,86","0,67","1,15","1,19","0,65","0,88","1,74","0,65","0,34"
723,superior,j,9372,4380,"1,64","0,96",9,577,399,525,576,374,484,710,552,183,"1,11","1,34","0,86","1,29","0,94","1,04","0,86","1,57","0,40"
724,civilization,n,9218,4376,"1,66","0,92",7,1094,78,740,657,528,540,692,22,25,"2,10","0,26","1,21","1,47","1,33","1,16","0,83","0,06","0,05"
725,conceptual,j,5100,4374,"3,00","0,91",8,353,683,872,222,847,431,852,103,11,"0,68","2,30","1,43","0,50","2,13","0,92","1,03","0,29","0,02"
726,transmission,n,8433,4373,"1,82","0,87",9,243,86,839,159,214,275,1766,651,140,"0,47","0,29","1,38","0,36","0,54","0,59","2,13","1,86","0,31"
727,paradigm,n,5390,4356,"2,83","0,93",8,447,405,556,414,749,897,681,159,48,"0,86","1,37","0,92","0,93","1,89","1,93","0,82","0,46","0,11"
728,diagram,n,5772,4347,"2,64","0,84",7,146,379,317,51,212,124,2393,651,74,"0,28","1,29","0,52","0,12","0,54","0,27","2,90","1,87","0,16"
729,classify,v,6422,4316,"2,35","0,93",8,271,620,987,223,261,296,915,698,45,"0,53","2,12","1,64","0,51","0,66","0,64","1,12","2,02","0,10"
730,expertise,n,7894,4300,"1,91","0,94",9,399,647,683,492,349,248,977,276,229,"0,78","2,22","1,14","1,12","0,89","0,54","1,20","0,80","0,51"
731,inventory,n,7601,4299,"1,98","0,91",9,136,581,1229,157,188,445,843,157,563,"0,27","1,99","2,05","0,36","0,48","0,97","1,03","0,46","1,25"
732,continued,j,9928,4289,"1,51","0,94",8,986,329,717,627,331,307,624,284,84,"1,93","1,13","1,20","1,44","0,85","0,67","0,77","0,83","0,19"
733,occupation,n,9594,4281,"1,56","0,91",8,1341,343,901,358,290,433,404,162,49,"2,63","1,18","1,51","0,82","0,74","0,95","0,50","0,47","0,11"
734,prediction,n,8578,4280,"1,75","0,89",9,242,387,818,277,88,560,1599,206,103,"0,47","1,33","1,37","0,64","0,23","1,23","1,97","0,60","0,23"
735,improved,j,7237,4279,"2,07","0,91",9,317,501,700,285,136,135,1409,693,103,"0,62","1,73","1,17","0,65","0,35","0,30","1,74","2,02","0,23"
736,everyday,j,9801,4274,"1,53","0,93",9,434,267,1011,163,791,678,464,370,96,"0,85","0,92","1,70","0,37","2,03","1,49","0,57","1,08","0,21"
737,underlying,j,6886,4259,"2,17","0,95",9,415,335,675,483,343,493,849,544,122,"0,82","1,16","1,14","1,11","0,88","1,09","1,05","1,59","0,27"
738,access,v,7524,4229,"1,97","0,92",9,361,361,620,272,266,251,1220,789,89,"0,72","1,26","1,05","0,63","0,69","0,56","1,52","2,33","0,20"
