ID,word,PoS,COCA-All,COCA-Acad,ratio,disp,range,HIS,EDU,SOC,LAW,HUM,PHIL,SCI,MED,BUS,HIS,EDU,SOC,LAW,HUM,PHIL,SCI,MED,BUS
1292,competitiveness,n,2481,1519,"2,14","0,87",8,254,138,350,334,20,51,279,29,64,"1,40","1,34","1,65","2,16","0,14","0,32","0,97","0,24","0,40"
1293,discrete,j,1869,1516,"2,84","0,89",8,115,170,230,85,183,109,530,79,15,"0,64","1,65","1,09","0,55","1,33","0,67","1,84","0,65","0,09"
1294,inherently,r,2619,1513,"2,02","0,94",8,209,78,227,230,178,240,269,59,23,"1,16","0,76","1,08","1,49","1,29","1,49","0,94","0,49","0,15"
1295,disciplinary,j,2456,1507,"2,15","0,92",8,194,238,267,165,255,133,135,105,15,"1,08","2,33","1,27","1,08","1,86","0,83","0,47","0,87","0,10"
1296,wholly,r,3093,1503,"1,70","0,92",8,254,32,181,322,270,255,123,18,48,"1,42","0,31","0,86","2,10","1,97","1,59","0,43","0,15","0,30"
1297,enduring,j,3182,1502,"1,65","0,92",8,366,61,238,176,194,276,129,35,27,"2,05","0,60","1,14","1,15","1,42","1,72","0,45","0,29","0,17"
1298,displace,v,3078,1501,"1,71","0,93",9,303,26,187,154,284,117,291,101,38,"1,70","0,26","0,89","1,01","2,08","0,73","1,02","0,84","0,24"
1299,probe,v,3269,1500,"1,61","0,88",8,131,154,174,66,97,134,657,65,22,"0,73","1,51","0,83","0,43","0,71","0,84","2,31","0,54","0,14"
1300,broaden,v,3242,1498,"1,62","0,95",9,269,178,189,164,179,134,257,55,73,"1,51","1,75","0,91","1,07","1,31","0,84","0,91","0,46","0,47"
1301,relational,j,1573,1498,"3,33","0,83",7,39,268,529,17,105,302,203,26,9,"0,22","2,64","2,53","0,11","0,77","1,89","0,72","0,22","0,06"
1302,revised,j,2551,1498,"2,06","0,93",8,160,171,276,209,123,196,233,114,16,"0,90","1,68","1,32","1,37","0,90","1,23","0,82","0,95","0,10"
1303,perpetuate,v,2636,1493,"1,98","0,93",8,341,157,273,173,185,207,105,38,14,"1,92","1,55","1,31","1,14","1,36","1,30","0,37","0,32","0,09"
1304,complement,v,3204,1492,"1,63","0,94",8,200,112,206,112,235,130,346,124,27,"1,13","1,11","0,99","0,74","1,73","0,82","1,22","1,04","0,17"
1305,restructuring,n,2790,1488,"1,87","0,92",9,347,178,229,210,60,71,168,98,127,"1,96","1,77","1,10","1,39","0,44","0,45","0,60","0,82","0,81"
1306,reconstruct,v,2751,1488,"1,89","0,93",8,238,49,235,101,299,146,319,83,18,"1,34","0,49","1,13","0,67","2,21","0,92","1,13","0,70","0,12"
1307,arguably,r,3230,1485,"1,61","0,93",9,218,58,177,344,189,177,220,37,65,"1,23","0,58","0,86","2,27","1,40","1,12","0,78","0,31","0,42"
1308,successive,j,2394,1480,"2,16","0,93",8,277,117,184,180,207,115,316,67,17,"1,57","1,17","0,89","1,19","1,54","0,73","1,13","0,57","0,11"
1309,definitive,j,3237,1477,"1,60","0,94",8,155,69,179,124,196,241,239,254,20,"0,88","0,69","0,87","0,82","1,46","1,53","0,85","2,15","0,13"
1310,adulthood,n,2564,1473,"2,01","0,90",8,48,155,517,52,102,297,150,144,8,"0,27","1,55","2,52","0,35","0,76","1,89","0,54","1,22","0,05"
1311,procedural,j,2117,1467,"2,43","0,87",8,119,249,126,364,79,217,258,48,7,"0,68","2,50","0,62","2,44","0,59","1,39","0,93","0,41","0,05"
1312,empowerment,n,2422,1463,"2,12","0,90",8,242,255,381,115,96,132,55,150,37,"1,39","2,57","1,87","0,77","0,72","0,85","0,20","1,28","0,24"
1313,resonance,n,2483,1462,"2,06","0,88",7,91,16,81,48,209,176,546,280,15,"0,52","0,16","0,40","0,32","1,57","1,13","1,97","2,39","0,10"
1314,inference,n,1921,1459,"2,66","0,89",8,91,204,194,240,163,228,290,44,5,"0,52","2,06","0,95","1,62","1,23","1,47","1,05","0,38","0,03"
1315,contradict,v,3042,1456,"1,68","0,93",7,224,72,243,229,229,270,155,23,11,"1,29","0,73","1,20","1,54","1,73","1,74","0,56","0,20","0,07"
1316,unstable,j,2970,1455,"1,72","0,93",8,218,51,253,129,150,119,352,167,16,"1,26","0,52","1,25","0,87","1,13","0,77","1,28","1,43","0,10"
1317,hypothetical,j,2372,1452,"2,14","0,89",9,75,132,403,164,122,160,299,63,34,"0,43","1,34","1,99","1,11","0,92","1,03","1,09","0,54","0,22"
1318,multimedia,n,2872,1451,"1,77","0,86",8,29,183,56,53,189,51,682,36,172,"0,17","1,86","0,28","0,36","1,43","0,33","2,48","0,31","1,13"
1319,appendix,n,1837,1451,"2,77","0,93",8,175,257,269,86,144,114,268,129,9,"1,01","2,61","1,33","0,58","1,09","0,74","0,97","1,11","0,06"
1320,infer,v,1942,1450,"2,61","0,92",8,117,155,224,152,174,151,427,48,2,"0,68","1,58","1,11","1,03","1,32","0,98","1,55","0,41","0,01"
1321,distort,v,3163,1445,"1,60","0,93",8,187,44,164,215,164,250,322,76,23,"1,09","0,45","0,81","1,46","1,25","1,62","1,18","0,66","0,15"
1322,manual,j,3061,1444,"1,65","0,88",9,93,49,184,33,110,46,555,339,35,"0,54","0,50","0,91","0,22","0,84","0,30","2,03","2,93","0,23"
1323,enrich,v,3098,1443,"1,63","0,94",9,191,179,151,114,245,266,213,50,34,"1,11","1,83","0,75","0,78","1,86","1,73","0,78","0,43","0,22"
1324,differentiation,n,1628,1442,"3,10","0,92",8,112,172,349,79,177,142,249,148,14,"0,65","1,76","1,74","0,54","1,35","0,92","0,91","1,28","0,09"
1325,reformer,n,3167,1434,"1,59","0,90",8,416,35,204,280,100,271,82,25,21,"2,44","0,36","1,02","1,92","0,77","1,77","0,30","0,22","0,14"
1326,confer,v,2855,1433,"1,76","0,94",9,189,62,158,274,174,199,235,111,31,"1,11","0,64","0,79","1,88","1,33","1,30","0,87","0,97","0,21"
1327,simultaneous,j,2135,1429,"2,34","0,93",8,138,166,233,103,205,109,294,161,20,"0,81","1,71","1,17","0,71","1,58","0,72","1,09","1,41","0,13"
1328,high-quality,j,2800,1428,"1,79","0,88",8,54,104,174,50,139,28,546,147,186,"0,32","1,07","0,87","0,34","1,07","0,18","2,02","1,29","1,24"
1329,scarce,j,3135,1423,"1,59","0,92",9,218,63,257,195,76,87,390,69,68,"1,29","0,65","1,30","1,35","0,59","0,57","1,45","0,61","0,46"
1330,reversal,n,2830,1419,"1,76","0,92",8,203,63,198,172,240,180,250,87,26,"1,20","0,66","1,00","1,19","1,86","1,19","0,93","0,77","0,17"
1331,activism,n,3012,1419,"1,65","0,89",7,434,32,251,305,47,183,137,16,14,"2,57","0,33","1,27","2,11","0,36","1,21","0,51","0,14","0,09"
1332,alleviate,v,2645,1414,"1,87","0,94",8,195,121,224,198,68,153,193,236,26,"1,16","1,26","1,14","1,37","0,53","1,02","0,72","2,08","0,18"
1333,constructive,j,2785,1412,"1,78","0,94",8,283,186,182,180,127,244,159,41,10,"1,68","1,94","0,92","1,25","0,99","1,62","0,59","0,36","0,07"
1334,differing,j,2062,1411,"2,40","0,94",8,172,181,310,133,120,161,238,84,12,"1,02","1,89","1,58","0,93","0,93","1,07","0,89","0,74","0,08"
1335,imperative,n,2291,1410,"2,16","0,93",8,283,87,182,246,189,216,128,58,21,"1,69","0,91","0,93","1,71","1,47","1,44","0,48","0,51","0,14"
1336,industrialized,j,2457,1407,"2,01","0,89",9,334,29,153,231,36,115,395,68,46,"1,99","0,30","0,78","1,61","0,28","0,77","1,48","0,60","0,31"
1337,sociology,n,2522,1407,"1,95","0,92",8,235,221,328,115,142,226,79,41,20,"1,40","2,32","1,67","0,80","1,11","1,51","0,30","0,36","0,14"
1338,infinite,j,3057,1398,"1,60","0,89",8,71,34,91,105,254,378,410,26,29,"0,43","0,36","0,47","0,74","2,00","2,54","1,55","0,23","0,20"
1339,group,v,2242,1398,"2,18","0,91",8,88,264,378,42,127,67,276,140,16,"0,53","2,79","1,94","0,29","1,00","0,45","1,04","1,25","0,11"
1340,theoretically,r,2408,1396,"2,03","0,93",8,151,110,304,186,107,128,293,96,21,"0,91","1,16","1,56","1,31","0,84","0,86","1,11","0,86","0,14"
1341,ineffective,j,2535,1394,"1,93","0,94",8,215,215,228,164,71,123,173,196,9,"1,30","2,28","1,17","1,16","0,56","0,83","0,65","1,76","0,06"
1342,probable,j,3124,1391,"1,56","0,92",9,193,81,155,249,112,137,254,175,35,"1,17","0,86","0,80","1,76","0,88","0,92","0,96","1,57","0,24"
1343,consolidate,v,2825,1391,"1,72","0,91",8,461,35,157,247,104,96,143,19,129,"2,78","0,37","0,81","1,74","0,82","0,65","0,54","0,17","0,89"
1344,adjacent,j,3227,1390,"1,51","0,87",8,93,26,234,84,79,38,620,199,17,"0,56","0,28","1,21","0,59","0,62","0,26","2,35","1,79","0,12"
1345,unrelated,j,2609,1388,"1,86","0,94",9,104,132,266,154,119,190,271,116,36,"0,63","1,40","1,37","1,09","0,94","1,28","1,03","1,04","0,25"
1346,unified,j,2860,1386,"1,70","0,92",8,307,68,168,221,192,186,200,35,9,"1,86","0,72","0,87","1,57","1,52","1,26","0,76","0,32","0,06"
1347,acknowledgment,n,2400,1381,"2,01","0,92",8,165,36,173,98,130,163,382,220,14,"1,00","0,38","0,90","0,70","1,03","1,11","1,46","1,99","0,10"
1348,discriminate,v,3159,1379,"1,53","0,93",8,109,195,284,254,75,213,137,98,14,"0,66","2,09","1,48","1,81","0,60","1,45","0,52","0,89","0,10"
1349,denote,v,1871,1377,"2,58","0,90",8,97,80,346,70,199,114,392,70,9,"0,59","0,86","1,80","0,50","1,59","0,78","1,50","0,63","0,06"
1350,hinder,v,2342,1377,"2,06","0,94",8,215,198,230,160,88,137,215,123,11,"1,31","2,12","1,20","1,14","0,70","0,93","0,82","1,12","0,08"
1351,friction,n,2787,1376,"1,73","0,85",8,161,69,85,129,53,35,652,177,15,"0,98","0,74","0,44","0,92","0,42","0,24","2,50","1,61","0,10"
1352,culminate,v,2571,1367,"1,86","0,93",8,287,80,159,194,259,162,182,24,20,"1,76","0,86","0,83","1,39","2,08","1,11","0,70","0,22","0,14"
1353,default,n,2954,1366,"1,62","0,87",9,80,50,65,272,61,98,525,92,123,"0,49","0,54","0,34","1,96","0,49","0,67","2,03","0,84","0,86"
1354,equilibrium,n,1978,1366,"2,42","0,88",8,128,33,307,142,78,78,536,58,6,"0,79","0,36","1,61","1,02","0,63","0,54","2,07","0,53","0,04"
1355,mandate,v,2838,1366,"1,69","0,94",9,179,225,202,262,62,94,204,101,37,"1,10","2,43","1,06","1,88","0,50","0,65","0,79","0,92","0,26"
1356,determinant,n,1545,1365,"3,09","0,90",8,109,128,517,126,55,115,157,152,6,"0,67","1,38","2,72","0,91","0,44","0,79","0,61","1,39","0,04"
1357,advent,n,2405,1363,"1,98","0,93",9,208,58,139,131,162,268,293,70,34,"1,28","0,63","0,73","0,94","1,31","1,85","1,13","0,64","0,24"
1358,implicitly,r,1825,1355,"2,60","0,92",8,183,55,243,233,281,234,98,22,6,"1,13","0,60","1,29","1,69","2,28","1,62","0,38","0,20","0,04"
1359,terminology,n,1934,1350,"2,44","0,93",8,133,137,264,105,276,202,154,72,7,"0,83","1,50","1,40","0,76","2,25","1,40","0,60","0,67","0,05"
1360,imbalance,n,2346,1344,"2,01","0,92",8,298,50,183,132,86,142,126,306,21,"1,86","0,55","0,98","0,96","0,70","0,99","0,49","2,84","0,15"
1361,ideally,r,2493,1343,"1,89","0,94",9,100,125,216,81,164,117,297,165,78,"0,63","1,37","1,15","0,59","1,34","0,82","1,17","1,53","0,55"
1362,tangible,j,2837,1342,"1,66","0,94",9,208,118,271,179,175,138,157,54,42,"1,30","1,30","1,45","1,31","1,43","0,97","0,62","0,50","0,30"
1363,diffusion,n,1491,1341,"3,15","0,85",8,140,38,293,80,71,45,556,115,3,"0,88","0,42","1,57","0,59","0,58","0,31","2,19","1,07","0,02"
1364,timely,j,2726,1338,"1,72","0,94",9,141,134,204,230,61,87,252,163,66,"0,89","1,48","1,09","1,69","0,50","0,61","0,99","1,52","0,47"
1365,mitigate,v,2077,1336,"2,25","0,91",8,184,67,214,291,64,100,338,64,14,"1,16","0,74","1,15","2,14","0,53","0,70","1,33","0,60","0,10"
1366,municipality,n,2210,1336,"2,12","0,86",9,209,20,206,368,28,38,387,41,39,"1,31","0,22","1,11","2,70","0,23","0,27","1,53","0,38","0,28"
1367,restrictive,j,2184,1331,"2,13","0,92",8,177,154,241,229,85,104,129,193,19,"1,12","1,71","1,30","1,69","0,70","0,73","0,51","1,81","0,14"
1368,comprehend,v,3037,1328,"1,53","0,93",8,185,169,205,111,229,234,140,41,14,"1,17","1,88","1,11","0,82","1,89","1,65","0,56","0,39","0,10"
1369,evidence,v,1964,1327,"2,37","0,94",8,178,222,300,109,151,121,132,106,8,"1,13","2,47","1,62","0,81","1,25","0,86","0,52","1,00","0,06"
1370,erode,v,3025,1326,"1,53","0,92",9,295,33,170,216,67,111,299,74,61,"1,87","0,37","0,92","1,60","0,55","0,79","1,19","0,70","0,44"
1371,projected,j,3059,1324,"1,52","0,90",9,85,42,123,119,116,60,464,38,277,"0,54","0,47","0,67","0,88","0,96","0,43","1,85","0,36","2,00"
1372,in-depth,j,2124,1319,"2,17","0,91",8,118,236,370,55,126,57,218,119,20,"0,75","2,64","2,01","0,41","1,05","0,41","0,87","1,13","0,14"
1373,contingency,n,2416,1319,"1,91","0,91",9,142,149,312,194,109,129,168,76,40,"0,90","1,67","1,70","1,44","0,91","0,92","0,67","0,72","0,29"
1374,declining,j,2974,1317,"1,55","0,93",9,246,73,244,200,45,88,285,61,75,"1,57","0,82","1,33","1,49","0,38","0,63","1,14","0,58","0,54"
1375,numerical,j,1685,1314,"2,73","0,88",8,102,149,157,93,67,87,543,101,15,"0,65","1,67","0,86","0,69","0,56","0,62","2,18","0,96","0,11"
1376,interpretive,j,1794,1313,"2,56","0,90",7,178,76,226,101,321,204,187,13,7,"1,14","0,85","1,23","0,76","2,69","1,46","0,75","0,12","0,05"
1377,cultivation,n,1877,1313,"2,45","0,89",7,208,27,432,93,138,122,275,10,8,"1,33","0,30","2,36","0,70","1,15","0,87","1,11","0,10","0,06"
1378,eventual,j,2783,1310,"1,65","0,92",9,322,43,150,186,153,101,266,49,40,"2,06","0,48","0,82","1,39","1,28","0,72","1,07","0,47","0,29"
1379,incur,v,2358,1305,"1,94","0,91",9,145,33,154,373,51,87,270,99,93,"0,93","0,37","0,85","2,81","0,43","0,63","1,09","0,95","0,68"
1380,redefine,v,2627,1296,"1,73","0,94",9,280,109,218,155,167,148,132,51,36,"1,81","1,24","1,21","1,17","1,42","1,07","0,54","0,49","0,27"
1381,cohesion,n,1655,1291,"2,73","0,86",8,230,57,438,92,84,110,246,27,7,"1,50","0,65","2,43","0,70","0,71","0,80","1,01","0,26","0,05"
1382,benchmark,n,2486,1291,"1,82","0,88",9,136,253,126,60,58,46,416,62,134,"0,88","2,89","0,70","0,46","0,49","0,33","1,70","0,60","0,99"
1383,sound,j,2996,1289,"1,51","0,92",9,123,120,144,203,96,103,356,95,49,"0,80","1,37","0,80","1,55","0,82","0,75","1,46","0,92","0,36"
1384,fusion,n,2836,1284,"1,59","0,85",7,135,11,75,50,142,93,646,111,21,"0,88","0,13","0,42","0,38","1,21","0,68","2,65","1,08","0,16"
1385,analogous,j,1647,1283,"2,73","0,92",8,78,68,164,152,234,228,313,34,12,"0,51","0,78","0,92","1,16","2,00","1,67","1,29","0,33","0,09"
1386,ethic,n,2951,1283,"1,52","0,90",9,128,110,211,110,61,409,155,59,40,"0,84","1,27","1,18","0,84","0,52","2,99","0,64","0,57","0,30"
1387,coercion,n,1815,1281,"2,47","0,84",7,246,37,467,226,37,180,73,13,2,"1,61","0,43","2,62","1,73","0,32","1,32","0,30","0,13","0,01"
1388,submission,n,2422,1279,"1,85","0,92",8,206,68,144,177,204,180,242,49,9,"1,35","0,78","0,81","1,36","1,75","1,32","1,00","0,48","0,07"
1389,ascertain,v,1820,1278,"2,46","0,92",8,115,246,325,114,69,90,144,169,6,"0,76","2,84","1,82","0,88","0,59","0,66","0,59","1,65","0,04"
1390,presently,r,2673,1278,"1,67","0,94",8,171,171,161,169,105,147,268,79,7,"1,12","1,97","0,90","1,30","0,90","1,08","1,11","0,77","0,05"
1391,authoritative,j,1979,1274,"2,25","0,88",8,142,73,401,150,163,216,80,32,17,"0,94","0,85","2,26","1,16","1,41","1,59","0,33","0,31","0,13"
1392,equate,v,2382,1272,"1,87","0,93",8,165,111,228,143,240,220,109,42,14,"1,09","1,29","1,29","1,10","2,07","1,62","0,45","0,41","0,11"
1393,moderate,v,2347,1270,"1,89","0,92",8,146,146,333,126,29,164,166,146,14,"0,97","1,70","1,88","0,97","0,25","1,21","0,69","1,44","0,11"
1394,reviewer,n,2362,1268,"1,88","0,92",8,144,78,288,85,178,69,295,105,26,"0,95","0,91","1,63","0,66","1,54","0,51","1,23","1,03","0,20"
1395,myriad,n,2877,1262,"1,54","0,94",9,148,116,183,131,130,134,302,74,44,"0,99","1,36","1,04","1,02","1,13","1,00","1,26","0,73","0,33"
1396,printed,j,2885,1258,"1,53","0,90",9,112,99,148,51,312,74,353,66,43,"0,75","1,16","0,84","0,40","2,72","0,55","1,48","0,66","0,33"
1397,satisfactory,j,2236,1258,"1,97","0,94",8,124,169,218,151,85,130,215,145,21,"0,83","1,98","1,24","1,18","0,74","0,97","0,90","1,44","0,16"
1398,printing,n,2858,1255,"1,54","0,84",9,109,23,132,77,136,59,592,24,103,"0,73","0,27","0,75","0,60","1,19","0,44","2,49","0,24","0,78"
1399,alteration,n,1983,1251,"2,21","0,91",8,82,52,143,113,138,119,352,240,12,"0,55","0,61","0,82","0,89","1,21","0,89","1,48","2,40","0,09"
1400,adult,j,2748,1247,"1,59","0,90",8,47,138,412,44,83,145,209,151,18,"0,32","1,63","2,37","0,35","0,73","1,09","0,88","1,51","0,14"
1401,finite,j,1816,1246,"2,40","0,85",7,20,25,56,61,103,304,571,93,13,"0,13","0,30","0,32","0,48","0,91","2,29","2,42","0,93","0,10"
1402,periodically,r,2876,1245,"1,52","0,92",9,139,77,155,98,99,97,383,140,57,"0,94","0,91","0,89","0,77","0,87","0,73","1,62","1,40","0,44"
1403,footnote,n,2529,1243,"1,72","0,92",9,193,49,124,227,232,201,153,35,29,"1,30","0,58","0,72","1,79","2,05","1,52","0,65","0,35","0,22"
1404,holistic,j,1754,1240,"2,48","0,93",8,109,212,225,59,114,230,126,156,9,"0,74","2,52","1,30","0,47","1,01","1,74","0,54","1,57","0,07"
1405,moderately,r,2298,1239,"1,89","0,91",8,49,166,326,42,22,110,248,239,37,"0,33","1,98","1,89","0,33","0,20","0,83","1,06","2,41","0,29"
1406,endowment,n,2849,1236,"1,52","0,89",9,136,49,121,344,270,144,111,25,36,"0,92","0,58","0,70","2,73","2,40","1,09","0,47","0,25","0,28"
1407,scarcity,n,1780,1236,"2,43","0,89",9,168,38,221,305,66,97,289,25,27,"1,14","0,45","1,28","2,42","0,59","0,74","1,23","0,25","0,21"
1408,mapping,n,1695,1231,"2,54","0,86",8,55,117,211,26,159,42,514,93,14,"0,38","1,40","1,23","0,21","1,42","0,32","2,20","0,94","0,11"
1409,quantify,v,1810,1230,"2,38","0,89",9,56,93,175,71,39,57,476,233,30,"0,38","1,12","1,02","0,57","0,35","0,43","2,04","2,37","0,23"
1410,segregation,n,2819,1230,"1,53","0,87",8,301,67,403,149,44,105,128,31,2,"2,06","0,80","2,35","1,19","0,39","0,80","0,55","0,31","0,02"
1411,usefulness,n,1718,1229,"2,50","0,93",8,90,181,266,98,122,116,217,125,14,"0,62","2,17","1,55","0,78","1,09","0,89","0,93","1,27","0,11"
1412,insistence,n,2736,1227,"1,57","0,91",7,304,22,140,190,258,239,49,10,15,"2,08","0,26","0,82","1,52","2,31","1,83","0,21","0,10","0,12"
1413,consciously,r,2314,1226,"1,86","0,92",8,163,95,189,92,266,284,74,48,15,"1,12","1,14","1,11","0,74","2,38","2,17","0,32","0,49","0,12"
1414,consolidation,n,2176,1221,"1,96","0,89",9,415,21,148,217,65,48,171,34,102,"2,85","0,25","0,87","1,75","0,58","0,37","0,74","0,35","0,80"
1415,collaborator,n,2229,1221,"1,92","0,87",8,170,62,107,72,93,113,562,26,16,"1,17","0,75","0,63","0,58","0,84","0,87","2,43","0,27","0,13"
1416,incorporation,n,1432,1220,"2,98","0,91",8,262,66,271,167,163,60,163,51,17,"1,80","0,80","1,59","1,34","1,47","0,46","0,71","0,52","0,13"
1417,engender,v,1893,1216,"2,25","0,92",8,264,65,202,165,211,168,101,26,14,"1,82","0,79","1,19","1,33","1,91","1,30","0,44","0,27","0,11"
1418,specificity,n,1522,1214,"2,79","0,92",8,78,134,207,118,217,106,110,239,5,"0,54","1,63","1,22","0,95","1,96","0,82","0,48","2,46","0,04"
1419,transitional,j,2236,1210,"1,89","0,90",8,312,86,189,213,152,91,117,45,5,"2,17","1,05","1,12","1,73","1,38","0,71","0,51","0,46","0,04"
1420,familiarity,n,2393,1209,"1,77","0,92",8,118,127,308,62,242,162,129,48,13,"0,82","1,55","1,83","0,50","2,20","1,26","0,56","0,50","0,10"
1421,contour,n,2431,1208,"1,74","0,90",8,114,19,158,72,233,84,323,182,23,"0,79","0,23","0,94","0,59","2,12","0,65","1,41","1,88","0,18"
1422,validation,n,1599,1198,"2,62","0,89",8,33,226,279,31,52,195,226,151,5,"0,23","2,78","1,67","0,25","0,48","1,53","1,00","1,57","0,04"
1423,proportional,j,1567,1197,"2,67","0,88",8,104,29,161,85,32,67,514,188,17,"0,73","0,36","0,96","0,70","0,29","0,53","2,27","1,96","0,14"
1424,navigation,n,2461,1195,"1,70","0,84",9,121,17,154,160,26,42,579,62,34,"0,85","0,21","0,92","1,31","0,24","0,33","2,56","0,65","0,27"
1425,allowance,n,2689,1195,"1,56","0,85",9,138,37,135,252,28,47,335,100,123,"0,97","0,46","0,81","2,07","0,26","0,37","1,48","1,04","0,98"
1426,outreach,n,2700,1194,"1,55","0,92",8,107,123,276,53,58,173,274,124,6,"0,75","1,52","1,66","0,44","0,53","1,36","1,21","1,30","0,05"
1427,citation,n,2306,1192,"1,81","0,86",8,81,41,57,189,151,162,408,89,14,"0,57","0,51","0,34","1,56","1,39","1,28","1,81","0,93","0,11"
1428,institute,v,2401,1191,"1,74","0,95",9,238,92,161,196,80,125,155,81,63,"1,68","1,14","0,97","1,62","0,74","0,99","0,69","0,85","0,51"
1429,impede,v,2060,1189,"2,02","0,94",8,217,119,200,213,84,120,149,76,11,"1,53","1,48","1,21","1,76","0,78","0,95","0,66","0,80","0,09"
1430,outset,n,2415,1189,"1,72","0,93",9,253,56,123,229,189,128,142,38,31,"1,79","0,69","0,74","1,89","1,75","1,01","0,63","0,40","0,25"
1431,reciprocal,j,1525,1188,"2,73","0,91",8,178,151,287,133,118,149,108,61,3,"1,26","1,88","1,73","1,10","1,09","1,18","0,48","0,64","0,02"
1432,designation,n,2335,1187,"1,78","0,91",8,214,49,186,179,111,104,254,67,23,"1,51","0,61","1,12","1,48","1,03","0,82","1,13","0,70","0,19"
1433,rightly,r,2565,1186,"1,62","0,90",7,172,18,118,236,173,367,69,17,16,"1,22","0,22","0,71","1,95","1,60","2,90","0,31","0,18","0,13"
1434,disperse,v,2671,1185,"1,55","0,87",8,162,23,142,82,103,64,540,48,21,"1,15","0,29","0,86","0,68","0,95","0,51","2,40","0,51","0,17"
1435,shortcoming,n,2303,1184,"1,80","0,94",8,205,107,179,141,80,147,225,78,22,"1,45","1,33","1,08","1,17","0,74","1,17","1,00","0,82","0,18"
1436,unsuccessful,j,2541,1180,"1,63","0,93",9,194,134,222,139,71,114,174,102,30,"1,38","1,68","1,35","1,16","0,66","0,91","0,78","1,08","0,24"
1437,alternatively,r,1543,1180,"2,68","0,92",9,80,102,239,124,94,95,343,76,27,"0,57","1,28","1,45","1,03","0,87","0,76","1,53","0,80","0,22"
1438,transparency,n,2495,1179,"1,65","0,90",8,248,42,80,266,151,66,283,23,20,"1,77","0,53","0,49","2,22","1,41","0,53","1,27","0,24","0,16"
1439,inheritance,n,2662,1172,"1,54","0,89",8,165,11,206,93,135,158,250,26,128,"1,18","0,14","1,26","0,78","1,27","1,27","1,13","0,28","1,04"
1440,convergence,n,1707,1171,"2,40","0,91",9,222,60,185,108,109,140,276,44,27,"1,59","0,76","1,13","0,91","1,02","1,12","1,24","0,47","0,22"
1441,catalyst,n,2424,1169,"1,69","0,90",9,139,145,101,121,103,92,381,50,37,"1,00","1,83","0,62","1,02","0,97","0,74","1,72","0,53","0,30"
1442,subordinate,j,1703,1169,"2,40","0,92",7,268,48,208,154,160,142,167,15,7,"1,93","0,61","1,28","1,29","1,50","1,14","0,75","0,16","0,06"
1443,decay,n,2435,1165,"1,68","0,84",7,75,10,95,84,117,82,626,68,8,"0,54","0,13","0,58","0,71","1,10","0,66","2,84","0,73","0,07"
1444,conserve,v,2456,1163,"1,66","0,84",7,74,13,130,99,59,53,634,82,19,"0,53","0,16","0,80","0,84","0,56","0,43","2,88","0,88","0,16"
1445,handbook,n,2066,1160,"1,97","0,91",9,155,110,180,88,136,83,244,58,106,"1,12","1,40","1,11","0,74","1,29","0,67","1,11","0,62","0,87"
1446,situational,j,1352,1155,"2,99","0,83",7,56,172,479,19,35,282,71,40,1,"0,41","2,20","2,97","0,16","0,33","2,29","0,32","0,43","0,01"
1447,intentional,j,2140,1153,"1,89","0,90",8,75,94,141,133,126,353,151,65,15,"0,55","1,20","0,88","1,13","1,20","2,87","0,69","0,70","0,12"
1448,generalized,j,1453,1150,"2,77","0,93",8,111,103,227,62,171,185,150,139,2,"0,81","1,32","1,42","0,53","1,63","1,51","0,69","1,51","0,02"
1449,consortium,n,2363,1150,"1,70","0,90",9,107,157,108,108,121,49,363,57,80,"0,78","2,01","0,67","0,92","1,16","0,40","1,67","0,62","0,66"
1450,facet,n,2042,1149,"1,97","0,93",8,120,175,195,72,181,174,156,69,7,"0,88","2,25","1,22","0,62","1,73","1,42","0,72","0,75","0,06"
1451,implicate,v,2506,1149,"1,61","0,93",8,111,37,179,182,176,137,113,205,9,"0,81","0,48","1,12","1,56","1,68","1,12","0,52","2,23","0,07"
1452,working,n,2422,1149,"1,66","0,94",9,184,69,125,153,176,146,197,60,39,"1,35","0,89","0,78","1,31","1,68","1,19","0,90","0,65","0,32"
1453,homogeneous,j,1414,1148,"2,84","0,92",8,142,164,265,98,70,82,230,87,10,"1,04","2,11","1,66","0,84","0,67","0,67","1,06","0,95","0,08"
1454,resilience,n,1847,1147,"2,17","0,84",8,97,188,376,82,26,86,224,59,9,"0,71","2,42","2,35","0,70","0,25","0,70","1,03","0,64","0,07"
1455,centralized,j,1753,1145,"2,29","0,91",9,213,88,186,259,76,71,188,27,37,"1,56","1,13","1,17","2,22","0,73","0,58","0,87","0,29","0,31"
1456,preoccupation,n,2012,1144,"1,99","0,91",8,187,38,203,132,286,206,56,19,17,"1,37","0,49","1,27","1,13","2,75","1,69","0,26","0,21","0,14"
1457,multinational,j,2538,1143,"1,58","0,88",8,332,14,111,229,52,80,242,20,63,"2,44","0,18","0,70","1,97","0,50","0,66","1,12","0,22","0,53"
1458,internally,r,2031,1140,"1,97","0,94",9,156,80,176,137,73,186,205,77,50,"1,15","1,04","1,11","1,18","0,70","1,53","0,95","0,84","0,42"
1459,rationality,n,1452,1139,"2,75","0,88",7,74,92,176,221,174,291,95,8,8,"0,55","1,19","1,11","1,91","1,68","2,40","0,44","0,09","0,07"
1460,uniquely,r,2137,1139,"1,87","0,94",8,132,86,189,152,134,207,178,40,21,"0,97","1,11","1,19","1,31","1,29","1,71","0,82","0,44","0,18"
